location,location_score,area_sqft,bedrooms,bathrooms,age_years,distance_to_city_km,price_lakhs
Dharamshala,7.5,3761,3,2,11,24.9,223.18
Kullu,7.3,2476,1,1,32,13.3,136.29
Chamba,8.4,1296,1,1,16,2.7,149.62
Palampur,8.7,2382,2,1,22,3.8,205.18
Shimla,8.0,3482,4,4,32,18.1,224.64
Bilaspur,3.7,1106,4,4,9,24.6,84.34
Shimla,6.3,2333,4,4,8,11.2,167.95
Chamba,7.2,2591,1,1,2,2.9,199.09
Dharamshala,4.7,3335,1,1,2,9.1,206.05
Shimla,3.3,2485,3,3,24,9.9,127.88
Shimla,4.6,3077,5,4,20,24.9,158.39
Mandi,6.2,3207,4,4,11,17.3,213.31
Palampur,5.9,3618,4,4,8,3.4,264.78
Shimla,4.2,1765,1,1,27,8.8,85.47
Kullu,8.8,2963,5,5,3,1.7,313.85
Bilaspur,9.5,1370,5,4,28,16.5,166.34
Bilaspur,4.4,3455,3,2,36,17.0,150.74
Mandi,9.5,3829,2,1,18,1.9,264.86
Chamba,3.1,1529,4,3,19,8.7,113.96
Mandi,9.5,2464,4,4,21,22.6,186.68
Chamba,9.7,3378,5,4,3,20.8,299.1
Bilaspur,3.1,594,1,1,25,14.6,19.99
Mandi,8.3,2967,3,2,14,12.4,227.91
Dharamshala,9.8,3372,4,3,18,24.8,239.48
Chamba,9.3,3549,2,1,0,18.2,262.9
Solan,9.8,1188,5,5,35,23.8,109.08
Solan,6.9,3150,1,1,13,2.3,202.52
Kullu,3.5,3251,1,1,3,5.7,196.29
Solan,8.9,509,4,4,31,1.3,158.62
Chamba,7.3,2968,1,1,39,21.8,125.3
Shimla,7.3,2691,3,2,20,17.5,156.62
Shimla,5.9,3890,2,2,1,4.9,259.49
Chamba,7.0,650,4,4,39,24.4,68.05
Dharamshala,4.1,3879,1,1,8,23.9,173.75
Chamba,8.2,2499,2,2,9,6.0,210.44
Kullu,3.5,1460,5,4,28,16.4,72.96
Dharamshala,8.1,1856,2,1,13,16.9,143.05
Dharamshala,8.9,3182,3,2,3,0.6,274.6
Chamba,6.3,3986,5,4,27,17.4,234.67
Bilaspur,6.6,1608,4,4,10,5.9,151.97
Palampur,5.2,3943,4,4,34,22.6,205.47
Dharamshala,9.8,2702,5,4,6,21.0,250.68
Chamba,8.1,1172,4,4,36,22.7,96.59
Kullu,5.6,2592,5,4,28,19.1,162.88
Mandi,4.2,3306,3,2,9,4.5,204.96
Chamba,4.5,690,5,5,23,9.3,92.51
Mandi,6.2,776,4,4,37,17.9,81.37
Solan,9.6,518,2,1,2,8.4,143.2
Shimla,8.1,2496,3,2,32,17.9,178.05
Palampur,4.5,702,2,2,18,8.7,82.43
Kullu,9.0,3762,2,1,37,4.9,243.26
Bilaspur,5.6,947,2,2,8,13.2,128.76
Mandi,9.0,750,3,2,28,17.3,121.76
Kullu,4.7,1401,2,2,38,13.2,63.39
Bilaspur,7.3,3171,4,4,13,16.2,228.25
Mandi,9.5,3674,2,2,4,11.2,249.34
Bilaspur,4.8,1378,3,3,15,19.6,94.36
Palampur,7.9,2315,1,1,23,16.4,168.04
Kullu,9.9,3208,2,2,25,14.6,259.46
Solan,4.1,3289,2,1,19,11.2,169.09
Chamba,3.6,1035,5,5,37,13.6,81.81
Palampur,7.7,3434,3,3,23,1.7,260.98
Chamba,5.4,3535,1,1,25,16.8,193.49
Mandi,3.5,3072,2,1,38,5.5,133.99
Solan,6.3,2345,4,4,37,21.6,170.61
Dharamshala,8.3,1869,1,1,13,20.4,130.68
Bilaspur,5.0,3612,1,1,11,13.4,177.58
Solan,5.3,3523,2,1,29,21.3,157.46
Shimla,8.9,2313,2,1,21,16.9,159.2
Kullu,6.6,3097,3,2,17,4.0,227.7
Palampur,8.9,1899,1,1,27,18.6,111.95
Bilaspur,6.1,3101,4,4,26,24.9,176.57
Dharamshala,9.7,812,2,2,36,1.5,141.86
Bilaspur,7.6,3655,4,3,14,6.5,287.12
Mandi,3.8,2304,3,2,30,15.1,121.72
Chamba,9.2,2595,2,1,9,10.7,229.72
Shimla,6.4,1162,3,3,37,16.1,80.09
Mandi,4.0,2350,1,1,3,14.9,132.91
Shimla,4.1,511,4,3,30,19.8,10.9
Dharamshala,7.8,3615,2,2,4,2.2,269.45
Solan,3.3,3121,2,1,35,11.3,140.2
Dharamshala,5.0,2090,1,1,38,21.6,80.3
Chamba,4.0,3425,2,2,32,9.4,150.42
Solan,6.1,3340,2,1,31,12.8,175.28
Chamba,5.9,916,2,2,19,1.0,109.81
Chamba,6.7,688,5,5,9,6.0,142.51
Palampur,5.0,1387,2,2,39,11.9,84.85
Kullu,3.2,504,1,1,21,10.3,23.69
Mandi,7.3,2505,3,2,32,18.0,156.92
Kullu,5.6,2349,2,2,28,15.5,124.58
Shimla,7.6,2382,3,2,28,22.1,161.54
Solan,3.8,757,4,4,14,21.4,76.72
Shimla,3.1,3713,1,1,17,6.4,179.16
Solan,4.7,3917,3,2,17,0.9,278.1
Mandi,6.2,2566,1,1,24,21.4,117.05
Chamba,5.8,519,1,1,28,8.6,66.46
Chamba,8.7,1885,1,1,7,9.0,161.41
Solan,5.6,3013,1,1,9,4.4,204.04
Dharamshala,6.7,3120,2,1,1,17.5,207.79
Palampur,7.2,1351,5,5,21,7.4,154.93
Palampur,3.2,3379,5,4,26,4.8,205.25
Kullu,6.6,3886,1,1,8,12.8,250.24
Shimla,5.4,2280,5,4,28,18.9,139.36
Kullu,5.9,1835,4,3,0,7.1,185.87
Solan,3.7,2341,3,2,34,18.2,106.51
Palampur,8.5,595,4,4,27,11.8,119.43
Kullu,9.6,2332,3,2,27,10.4,177.75
Solan,3.2,594,2,2,28,9.3,46.88
Palampur,7.2,621,3,3,14,4.1,125.65
Chamba,8.3,2436,4,4,39,8.6,207.79
Kullu,5.0,2287,4,4,29,22.0,131.2
Bilaspur,8.5,3953,1,1,7,3.0,278.06
Dharamshala,7.4,2276,5,4,36,24.0,156.89
Mandi,9.5,3929,2,2,29,3.1,263.92
Kullu,9.9,3324,5,4,12,9.4,308.26
Chamba,3.3,1680,2,1,37,15.4,54.58
Kullu,6.1,3741,1,1,9,21.0,190.99
Shimla,6.8,2189,5,5,25,4.0,218.91
Bilaspur,4.0,2582,3,2,26,4.0,161.36
Kullu,5.4,851,2,2,38,15.9,45.89
Bilaspur,9.9,1244,1,1,22,7.7,149.84
Dharamshala,3.1,2327,1,1,39,16.3,81.04
Mandi,6.2,1449,1,1,11,20.6,90.7
Chamba,8.9,2598,5,5,32,2.4,254.06
Dharamshala,5.3,779,1,1,9,21.2,36.75
Chamba,6.4,1378,1,1,39,1.4,107.83
Bilaspur,9.8,2828,5,5,30,22.5,229.71
Shimla,6.3,2642,5,5,25,24.4,178.33
Solan,3.9,3942,2,1,2,16.9,176.23
Solan,3.4,3648,4,4,19,24.6,173.96
Dharamshala,9.6,3337,3,3,5,20.6,233.92
Chamba,4.9,503,3,3,36,1.6,89.58
Bilaspur,6.5,2608,2,2,15,0.6,196.79
Palampur,3.6,1301,4,4,33,1.0,125.24
Palampur,6.0,1434,5,4,36,11.6,111.65
Kullu,9.5,1234,4,4,4,15.8,181.48
Shimla,6.5,2095,5,4,30,12.3,167.08
Mandi,9.8,933,1,1,12,17.1,152.22
Palampur,4.8,2361,4,3,4,11.5,191.13
Palampur,6.5,1081,5,5,10,1.5,185.56
Dharamshala,9.0,2251,3,2,21,6.0,228.73
Kullu,6.1,2690,5,4,34,24.8,159.22
Bilaspur,5.0,1128,2,1,27,9.0,79.17
Mandi,9.0,859,5,4,9,8.5,170.64
Kullu,5.7,3321,5,4,11,4.2,256.02
Chamba,6.7,3084,4,3,12,24.7,159.93
Mandi,9.8,1415,4,3,29,6.1,179.37
Solan,4.3,3604,3,3,20,16.3,193.01
Chamba,5.1,1274,2,1,0,1.5,133.21
Palampur,3.2,3743,3,2,3,2.1,212.33
Shimla,5.7,896,5,5,3,18.1,121.99
Solan,4.4,2810,1,1,38,16.1,94.02
Kullu,7.8,567,2,1,20,17.2,98.84
Shimla,4.3,1190,3,3,19,6.2,102.9
Shimla,7.7,1916,2,2,30,24.6,88.29
Kullu,4.8,798,4,4,7,14.2,98.67
Shimla,5.5,2099,2,1,1,24.3,134.21
Shimla,5.4,1312,4,3,10,4.5,148.6
Mandi,8.0,846,1,1,8,10.4,102.38
Palampur,6.3,3866,2,1,31,8.7,207.32
Bilaspur,5.5,3936,4,4,32,19.0,208.78
Bilaspur,9.0,3868,3,2,25,18.8,238.04
Kullu,7.0,1039,4,4,36,12.4,95.52
Palampur,4.5,1836,4,3,18,0.9,157.94
Mandi,9.3,1645,2,2,9,4.8,172.68
Shimla,5.4,1640,3,2,13,1.7,163.78
Solan,3.3,1958,5,4,5,21.3,142.07
Bilaspur,6.5,2285,5,4,36,7.6,167.71
Mandi,3.9,2198,1,1,24,3.4,114.89
Kullu,4.7,1520,4,4,30,9.2,113.56
Kullu,8.2,3929,3,3,11,2.4,293.21
Shimla,3.9,3928,1,1,28,24.5,151.49
Shimla,8.6,1659,4,4,13,8.2,198.25
Bilaspur,9.6,1274,1,1,17,23.4,117.29
Chamba,7.2,2364,2,2,26,17.2,167.27
Dharamshala,8.0,1791,4,4,39,14.4,149.3
Dharamshala,8.0,3955,5,5,22,12.1,266.32
Palampur,9.9,2002,3,3,28,17.3,154.99
Solan,5.4,639,5,4,23,17.3,104.09
Palampur,4.1,937,5,5,16,0.8,138.04
Chamba,6.6,761,3,3,37,22.7,59.01
Bilaspur,6.7,1839,1,1,38,9.5,116.89
Solan,4.2,1607,4,3,12,9.2,134.28
Shimla,7.3,3498,1,1,35,10.5,199.56
Shimla,3.1,3617,5,5,18,17.3,195.9
Chamba,9.5,991,2,1,29,9.7,137.05
Mandi,4.9,3806,4,3,20,9.7,223.46
Palampur,3.3,2544,4,4,30,2.1,153.41
Dharamshala,3.8,1573,3,3,34,10.7,70.08
Solan,4.7,1923,5,4,16,4.2,168.82
Kullu,4.9,2044,4,4,28,21.5,133.74
Chamba,3.2,1096,5,5,20,8.7,100.22
Palampur,5.0,3535,1,1,31,24.0,125.23
Bilaspur,4.4,543,3,2,7,17.3,65.16
Kullu,5.7,744,5,5,29,19.0,78.47
Palampur,5.7,1456,5,4,23,23.7,128.69
Solan,5.4,1002,3,2,18,6.4,120.27
Solan,5.3,716,1,1,14,14.4,44.05
Bilaspur,3.6,1841,2,1,28,1.5,109.71
Kullu,3.2,1818,3,3,13,3.0,125.95
Shimla,4.4,939,4,4,1,9.5,106.18
Dharamshala,8.3,3335,5,5,37,17.2,228.74
Shimla,9.9,3589,1,1,17,20.9,235.35
Mandi,9.5,3018,2,1,6,6.8,246.59
Kullu,6.5,2327,2,1,9,18.9,143.15
Solan,6.7,3815,5,4,33,6.0,231.5
Chamba,5.2,1726,1,1,13,0.6,128.4
Bilaspur,8.4,1994,2,2,11,1.8,204.91
Bilaspur,8.4,552,2,2,19,14.8,78.6
Solan,8.9,2977,1,1,1,12.7,237.85
Mandi,9.3,823,4,4,22,7.1,149.1
Shimla,6.0,2828,3,2,1,0.7,230.87
Kullu,8.4,3238,3,2,33,14.4,204.3
Shimla,8.6,1259,5,5,17,20.5,139.89
Mandi,5.2,2642,3,2,8,2.2,204.71
Solan,9.5,1562,2,1,18,18.5,134.76
Dharamshala,3.7,1894,2,1,7,16.0,95.13
Dharamshala,10.0,2354,5,5,12,12.2,216.16
Dharamshala,8.4,1373,3,3,5,1.7,204.81
Shimla,3.7,3288,1,1,26,23.1,122.7
Chamba,7.6,1881,4,3,39,12.2,162.16
Dharamshala,3.2,2116,4,3,19,10.3,140.47
Solan,8.4,3351,2,2,3,21.6,235.89
Shimla,8.6,1297,3,3,2,21.2,139.84
Kullu,7.2,2082,3,2,33,18.3,117.23
Palampur,9.0,3977,1,1,13,20.8,245.98
Shimla,3.7,1899,1,1,11,3.5,123.27
Chamba,4.9,904,4,3,4,19.1,89.55
Mandi,5.9,1495,4,3,26,8.5,142.84
Dharamshala,3.3,3845,4,3,2,21.8,207.98
Kullu,6.1,3156,2,1,36,9.6,181.21
Shimla,4.9,3331,3,3,8,1.8,219.49
Chamba,5.7,1387,5,5,2,10.7,175.74
Palampur,6.0,3436,2,2,28,19.0,176.06
Mandi,9.2,1876,4,3,14,12.8,207.0
Dharamshala,4.9,3282,1,1,27,19.2,156.25
Solan,9.3,3583,1,1,1,1.4,288.75
Chamba,6.0,1228,5,4,34,4.8,133.49
Palampur,5.3,3784,1,1,12,14.3,208.3
Kullu,6.5,2714,4,4,30,9.9,205.69
Kullu,5.9,3058,3,3,37,17.2,171.43
Chamba,4.8,3148,5,4,21,24.1,179.16
Solan,6.5,1089,3,3,13,16.7,118.84
Solan,4.1,3109,4,4,12,10.7,192.99
Dharamshala,5.5,1245,5,5,27,13.8,138.75
Bilaspur,7.0,1450,5,5,0,22.9,136.4
Chamba,5.9,907,4,3,5,17.0,111.43
Solan,8.8,1133,1,1,25,20.2,89.75
Mandi,4.8,3926,1,1,1,7.9,219.31
Shimla,9.8,1648,3,2,11,18.7,172.31
Chamba,8.5,1854,4,3,25,3.9,179.45
Dharamshala,9.8,2179,4,4,10,18.9,235.01
Mandi,8.9,2995,4,4,37,22.1,181.82
Palampur,4.0,2508,1,1,38,22.6,67.66
Kullu,6.7,2376,1,1,1,3.4,177.85
Mandi,4.2,3429,1,1,6,20.8,164.65
Palampur,8.7,2235,3,3,36,3.2,206.19
Solan,7.1,3191,4,3,1,12.2,249.95
Kullu,4.8,3688,1,1,19,17.2,192.77
Kullu,9.5,2866,5,5,37,12.4,223.82
Mandi,3.8,623,2,2,23,8.8,60.0
Chamba,6.9,1422,4,3,12,17.3,134.16
Kullu,8.0,2662,4,4,0,16.7,228.12
Dharamshala,3.4,2176,1,1,15,14.8,113.48
Solan,7.2,1496,5,4,21,13.4,135.49
Mandi,8.7,1674,5,5,3,17.8,219.38
Chamba,3.5,774,5,4,21,10.4,84.07
Shimla,6.6,1322,1,1,16,2.2,108.75
Kullu,4.8,3239,2,2,13,13.7,173.23
Chamba,7.6,535,2,2,38,18.2,56.84
Dharamshala,3.8,3428,3,2,35,7.8,167.1
Dharamshala,9.6,1688,5,5,27,3.9,187.92
Solan,9.3,3327,4,3,23,22.8,228.74
Mandi,4.3,1396,4,4,18,21.7,84.05
Palampur,5.3,3400,3,2,2,15.7,218.1
Palampur,7.1,2501,5,5,12,19.8,186.18
Dharamshala,8.0,3480,5,5,0,24.2,284.08
Solan,6.1,718,5,4,14,14.4,119.15
Shimla,4.1,3290,5,5,18,6.5,224.86
Shimla,3.7,1446,4,4,24,16.2,101.29
Mandi,10.0,1755,1,1,14,22.9,121.05
Kullu,6.2,656,2,1,10,17.4,66.94
Mandi,9.1,3839,4,4,28,1.1,318.02
Chamba,6.4,2744,2,1,6,23.0,156.94
Mandi,9.5,3933,1,1,5,19.0,253.03
Bilaspur,3.6,2488,5,5,27,10.3,156.17
Bilaspur,3.8,1053,3,3,23,24.7,64.45
Mandi,9.5,1681,5,4,34,18.2,163.45
Chamba,9.6,2039,2,1,29,20.7,132.42
Mandi,5.2,1015,2,2,36,23.6,69.14
Bilaspur,5.5,3760,2,1,26,1.5,206.65
Chamba,6.2,3852,2,2,33,19.5,189.42
Shimla,5.9,2472,3,3,6,10.0,178.34
Shimla,4.3,2545,2,2,21,21.8,108.47
Bilaspur,9.3,2962,5,4,37,22.0,196.87
Dharamshala,4.8,2876,2,2,31,20.8,122.6
Kullu,7.9,719,3,2,16,19.6,108.28
Kullu,3.5,2359,5,5,37,20.0,98.63
Solan,3.3,3219,3,2,12,7.8,200.44
Solan,7.6,3322,1,1,0,10.5,241.6
Bilaspur,5.4,2586,1,1,31,3.3,157.59
Shimla,7.6,3637,3,2,16,20.8,222.94
Chamba,3.7,2551,4,3,1,16.3,167.92
Shimla,9.6,1839,5,4,8,15.5,226.59
Chamba,8.2,2049,1,1,2,6.5,164.51
Dharamshala,9.1,2915,3,2,39,15.6,202.32
Palampur,4.0,3602,2,2,33,11.6,162.16
Shimla,5.2,1304,3,2,37,24.9,65.02
Bilaspur,5.6,1527,3,2,7,21.6,103.17
Solan,6.8,2781,2,1,32,13.4,169.21
Solan,5.1,3172,1,1,22,20.3,126.47
Solan,3.4,1897,1,1,11,4.5,95.4
Dharamshala,5.6,2751,3,3,26,3.0,190.14
Chamba,4.8,523,2,1,38,16.0,39.76
Bilaspur,5.7,1521,2,2,18,18.3,105.39
Bilaspur,4.4,3844,1,1,1,1.8,238.89
Bilaspur,4.8,2517,1,1,33,5.4,144.47
Bilaspur,7.4,3539,1,1,7,13.7,216.08
Dharamshala,5.7,1261,2,1,7,2.0,140.17
Chamba,5.4,1517,1,1,24,10.9,86.64
Kullu,6.7,3912,2,1,31,12.3,210.28
Solan,8.4,3992,2,2,31,23.1,214.93
Palampur,5.7,3568,2,1,34,8.2,186.15
Palampur,7.1,1609,1,1,35,4.6,119.73
Shimla,9.8,3305,1,1,5,0.7,268.16
Mandi,6.7,2105,5,4,12,3.5,201.38
Kullu,9.4,3453,4,4,28,18.9,240.23
Dharamshala,8.6,3479,1,1,15,11.4,230.9
Shimla,3.4,2022,2,1,28,5.4,95.37
Kullu,6.0,1566,2,2,18,23.4,97.86
Chamba,7.9,3911,5,4,18,19.8,255.53
Solan,9.9,2076,5,4,1,3.3,261.91
Shimla,6.2,2010,4,4,24,7.1,162.14
Bilaspur,3.6,2829,1,1,34,21.3,108.72
Bilaspur,6.9,3778,3,3,32,17.5,224.83
Shimla,3.9,956,3,3,13,23.7,44.42
Dharamshala,8.3,3945,4,3,27,2.4,292.2
Dharamshala,6.6,1978,5,4,7,19.5,189.02
Kullu,8.1,589,2,2,25,2.4,103.31
Chamba,9.1,1582,3,3,16,8.7,168.35
Palampur,7.4,2118,2,1,37,18.9,128.76
Dharamshala,7.3,2868,2,1,28,17.9,149.0
Solan,8.3,2482,2,2,2,0.6,222.38
Chamba,8.9,975,4,4,34,5.4,136.68
Dharamshala,9.1,2208,3,3,28,19.6,177.65
Kullu,3.3,1314,4,4,8,3.6,121.34
Bilaspur,6.9,1443,4,4,11,8.5,160.67
Chamba,4.5,2989,2,2,6,5.0,185.43
Chamba,9.0,3311,5,4,12,3.2,306.22
Chamba,7.5,1046,1,1,37,21.0,49.76
Kullu,5.9,2608,5,5,36,2.0,187.07
Mandi,4.3,1977,1,1,22,13.6,79.72
Shimla,5.4,1678,2,1,14,17.5,112.98
Shimla,7.9,2995,5,5,14,1.9,279.0
Dharamshala,4.4,1370,4,3,38,16.0,94.83
Chamba,3.7,3179,2,2,7,8.7,168.61
Shimla,9.2,1902,5,4,30,20.9,168.15
Dharamshala,8.3,832,1,1,39,20.0,89.27
Mandi,4.4,3272,4,3,34,20.0,157.01
Dharamshala,5.0,3481,3,3,28,10.3,191.39
Chamba,9.8,2470,2,1,35,20.7,162.39
Mandi,8.0,3033,5,5,8,15.9,253.47
Mandi,7.3,1016,4,4,39,9.8,122.04
Solan,5.2,1687,1,1,3,2.5,133.89
Mandi,5.1,1724,1,1,0,2.1,138.93
Mandi,3.3,3173,1,1,7,6.7,167.72
Solan,8.1,1732,3,2,24,7.8,154.04
Bilaspur,3.3,3049,3,2,9,23.2,130.73
Chamba,3.0,1573,4,4,25,25.0,91.48
Shimla,8.1,2603,4,4,4,4.0,243.85
Bilaspur,9.6,1234,1,1,27,23.6,94.55
Shimla,8.3,2454,3,2,9,17.8,187.36
Mandi,6.3,782,4,4,20,12.7,106.61
Solan,6.4,3071,5,4,4,23.9,216.84
Dharamshala,6.1,601,2,2,38,18.0,35.46
Mandi,5.3,3997,1,1,15,15.0,218.14
Shimla,6.7,3436,1,1,24,5.6,214.91
Shimla,6.0,2524,2,1,19,6.5,167.44
Bilaspur,7.2,3683,3,3,23,22.8,202.4
Kullu,9.3,3330,2,1,18,5.8,261.33
Solan,10.0,999,1,1,2,1.3,169.82
Solan,3.6,3104,2,1,33,7.0,135.57
Palampur,5.7,1820,2,2,25,12.3,130.76
Solan,4.3,3495,3,3,10,9.9,202.39
Kullu,5.5,3523,1,1,3,23.4,189.84
Palampur,5.0,3840,4,4,35,10.8,187.29
Solan,4.2,2078,3,3,13,22.3,109.9
Palampur,8.3,1175,2,1,36,15.1,112.06
Kullu,6.5,937,5,4,30,13.3,112.64
Chamba,9.4,1079,4,4,38,4.4,164.61
Dharamshala,3.2,3971,1,1,26,7.1,173.34
Bilaspur,3.5,2552,1,1,7,21.7,115.4
Kullu,5.8,1731,1,1,1,19.6,113.36
Chamba,3.6,2072,3,3,9,11.5,139.01
Shimla,4.8,1105,2,2,17,22.8,84.66
Chamba,9.9,2497,2,1,24,20.6,193.04
Kullu,4.5,1989,3,3,35,3.2,143.15
Palampur,4.4,3293,3,3,5,15.3,205.95
Palampur,7.0,574,1,1,25,20.1,37.19
Bilaspur,6.5,3761,1,1,3,20.3,203.6
Shimla,7.1,712,4,4,19,2.7,119.74
Mandi,5.6,1960,5,4,2,6.0,180.16
Chamba,8.8,1692,5,4,14,10.6,187.32
Chamba,4.0,3012,5,5,24,6.7,201.38
Palampur,6.0,2803,3,2,29,3.2,176.17
Dharamshala,7.8,1188,5,5,32,15.9,134.82
Bilaspur,9.1,2217,5,5,20,12.9,215.45
Shimla,5.6,2370,5,5,10,4.3,199.35
Dharamshala,7.0,2123,1,1,36,14.9,135.97
Shimla,3.5,576,1,1,37,2.0,18.73
Kullu,4.2,1123,3,2,38,9.9,81.77
Palampur,3.5,2263,3,2,31,19.9,68.91
Dharamshala,8.1,1411,5,5,31,22.3,133.6
Mandi,5.0,2408,2,2,3,6.5,159.74
Kullu,8.1,1072,5,5,22,21.6,123.71
Mandi,3.5,3074,5,4,16,22.3,189.16
Bilaspur,9.0,1159,5,5,10,15.4,169.57
Bilaspur,8.8,2773,1,1,2,24.6,170.35
Shimla,3.6,3428,2,1,8,6.5,199.56
Palampur,3.2,1754,2,2,36,2.2,92.4
Mandi,3.4,988,4,4,36,21.2,46.71
Dharamshala,9.0,520,4,4,29,12.5,107.78
Chamba,4.6,1761,3,3,4,9.0,134.96
Dharamshala,6.8,904,1,1,27,1.9,90.76
Dharamshala,6.0,3586,3,2,5,2.1,264.62
Palampur,8.6,3905,4,4,27,2.7,288.29
Chamba,6.4,3932,3,3,1,5.0,264.56
Shimla,6.5,3728,2,2,11,24.3,203.71
Mandi,9.9,2553,3,2,4,7.4,245.22
Mandi,4.1,1637,4,3,37,20.5,85.9
Palampur,8.8,2062,3,2,22,1.0,198.11
Mandi,3.4,1405,5,5,36,8.4,104.17
Mandi,6.3,3440,2,2,0,22.7,207.25
Solan,9.2,2027,4,3,29,5.0,190.1
Solan,7.7,1847,5,5,19,7.5,208.0
Palampur,7.8,2914,2,2,18,20.7,181.52
Bilaspur,4.8,1808,2,1,34,3.5,100.3
Shimla,5.9,1748,1,1,1,1.8,142.92
Chamba,5.6,1295,2,2,37,24.2,51.92
Chamba,6.7,735,1,1,1,10.4,93.85
Mandi,6.2,632,4,4,14,16.6,106.32
Chamba,5.3,1909,1,1,5,3.6,144.28
Solan,5.1,3983,4,3,20,5.9,252.5
Solan,4.8,1412,3,3,23,11.8,94.52
Bilaspur,5.6,2743,5,4,25,17.0,179.76
Kullu,4.0,1637,2,2,31,7.7,109.64
Kullu,9.1,1559,2,1,30,22.2,113.52
Bilaspur,7.2,1070,2,2,37,19.6,66.13
Palampur,3.9,2471,3,2,17,14.0,128.73
Solan,7.9,2805,2,1,7,11.8,205.96
Bilaspur,8.9,1725,1,1,6,15.7,170.63
Solan,4.7,2343,5,5,11,18.4,151.05
Mandi,4.1,2166,4,4,24,3.8,158.93
Palampur,3.1,1448,1,1,2,21.4,42.37
Shimla,3.3,2921,4,3,38,12.5,139.57
Solan,8.3,2438,2,2,39,23.4,139.74
Shimla,9.9,730,1,1,6,23.9,83.12
Chamba,3.3,2224,3,3,31,1.3,133.25
Shimla,8.2,1862,4,3,23,9.9,181.61
Chamba,3.5,3285,1,1,19,13.4,151.68
Bilaspur,7.1,1573,2,1,29,13.7,116.64
Dharamshala,8.3,3845,5,4,23,20.6,244.25
Dharamshala,5.5,2652,2,1,12,4.0,186.42
Shimla,3.1,957,1,1,22,15.8,24.52
Kullu,7.2,1911,3,3,5,23.6,157.18
Chamba,9.9,3593,4,3,10,24.9,228.49
Chamba,4.8,1391,5,5,38,0.7,133.31
Solan,4.3,2966,4,4,7,24.3,170.67
Kullu,3.9,3241,1,1,23,3.5,187.49
Solan,6.9,2923,5,5,11,13.7,231.77
Mandi,7.2,816,4,3,18,6.5,134.63
Palampur,8.5,1810,4,3,9,15.4,186.64
Dharamshala,8.3,1718,5,5,22,1.4,224.53
Chamba,9.2,1703,4,4,22,6.3,191.76
Chamba,8.6,3576,2,1,24,7.9,222.71
Kullu,4.7,519,3,2,12,22.9,26.75
Dharamshala,6.9,2386,3,2,23,14.8,170.8
Dharamshala,5.1,3937,3,3,29,17.9,203.97
Palampur,5.3,3564,4,3,28,17.1,194.77
Kullu,9.5,2622,4,4,22,10.1,225.53
Kullu,7.8,3992,1,1,11,0.8,273.47
Solan,9.8,1908,3,3,21,3.1,211.75
Kullu,5.9,2639,1,1,21,11.7,157.3
Mandi,6.8,2403,3,3,38,23.6,116.35
Dharamshala,6.4,665,3,2,15,6.6,85.87
Chamba,3.8,641,2,1,12,17.6,29.8
Shimla,4.7,3639,5,5,29,20.8,184.2
Bilaspur,6.7,1107,2,1,25,22.7,53.67
Mandi,3.5,1741,1,1,17,7.7,114.77
Dharamshala,9.5,2681,2,1,0,23.3,173.85
Palampur,3.9,2514,4,4,28,15.4,147.35
Palampur,4.4,2299,1,1,29,13.0,117.34
Shimla,8.4,3927,3,2,37,19.6,235.58
Bilaspur,3.7,3254,3,3,20,6.3,193.67
Shimla,9.3,3796,5,4,20,20.4,285.34
Mandi,8.1,2805,1,1,8,16.4,210.31
Chamba,3.5,3926,1,1,18,20.1,161.01
Shimla,7.8,2605,3,3,0,21.5,202.74
Chamba,7.4,2396,1,1,20,15.6,166.05
Palampur,8.3,3353,4,3,28,1.4,250.12
Solan,8.8,3540,2,2,31,7.8,233.92
Palampur,8.0,738,3,3,26,22.0,78.5
Palampur,7.1,3687,1,1,32,15.9,196.88
Dharamshala,5.3,2918,4,3,26,22.3,136.24
Palampur,7.9,3641,3,2,31,9.9,251.01
Dharamshala,9.7,3004,1,1,17,12.9,221.62
Dharamshala,7.1,3744,2,2,24,21.6,208.68
Solan,7.7,1463,1,1,25,19.2,70.22
Palampur,6.1,1156,1,1,22,9.7,78.23
Solan,8.3,1184,4,3,22,1.1,188.04
Solan,10.0,1382,3,2,31,22.1,127.13
Dharamshala,4.1,1248,5,4,9,19.8,85.23
Bilaspur,4.4,2045,2,1,12,11.5,127.83
Mandi,6.8,1193,4,3,20,13.9,133.46
Kullu,6.4,1053,4,4,25,5.5,138.41
Shimla,7.0,2333,4,3,20,10.6,184.8
Palampur,3.3,3276,5,5,7,4.5,242.6
Solan,5.8,974,4,4,32,5.7,104.7
Mandi,7.1,2289,4,3,21,21.2,166.83
Chamba,7.1,2807,4,3,17,9.4,216.82
Solan,7.6,2969,3,3,35,20.5,173.56
Bilaspur,8.0,867,4,4,17,12.1,131.94
Kullu,7.5,3068,5,4,6,2.2,268.28
Shimla,8.5,594,4,3,39,9.4,108.6
Dharamshala,7.4,1329,4,3,15,4.4,162.47
Kullu,6.8,1617,1,1,35,17.5,96.41
Kullu,7.2,3485,3,3,20,22.8,198.35
Chamba,3.7,1171,1,1,9,19.2,73.85
Kullu,4.9,3238,1,1,15,19.6,147.96
Palampur,6.7,3960,2,1,36,21.6,200.36
Mandi,9.1,3859,3,2,37,19.5,240.86
Bilaspur,7.8,1560,3,3,5,14.4,163.17
